"name","out"
"MAP2K4",0.80758956294865
"FLNC",0.00228517483023093
"SPAG9",0.00236504494268756
"MAPK8",0.00258446563896061
"MAP4K2",0.000524009518473577
"MAP2K7",0.807333502594457
"MAP3K8",0.00153821405073802
"AKT1",0.80677533305632
"MAPK8IP3",0.00241269798088235
"MAP3K11",0.00167041385953507
"MAP3K4",0.00142204395977947
"ARRB2",0.0020687787743126
"MAP3K2",0.000704409712724256
"MAP3K1",0.80762861892477
"NPHS1",-6.14537078837855e-05
"ITCH",0.00262576323445501
"MAPK9",0.00228379759650741
"BLNK",0.00183546395353995
"PML",0.00274116700225078
"MAPK10",0.00234812338898632
"MAP3K5",0.00175078771945866
"MAP2K6",0.00177277498682539
"MAPK14",0.00244998464308529
"MAP3K3",0.00231570700397572
"LRRK2",0.00246268268644498
"APP",0.00335054559097669
"JUN",0.806916230188909
"MAP3K7",0.00158464133323605
"ARRB1",0.00281297917272535
"MAPK1",0.00293512690453275
"GCH1",-0.000177661806907146
"GEMIN5",0.00250891413638463
"RBBP8",0.00243630400944448
"EGFR",0.805878650821849
"MAP3K10",-2.85039276258962e-05
"NBR1",0.00241668492411581
"KTI12",0.000129733285384751
"VASP",0.00239649701249905
"FLNB",0.807111862258704
"CDC5L",0.00260428066349803
"UBC",0.00284054887962101
"TRIM25",0.00324691870722645
"APEX1",0.00307606238278734
"PLEKHA4",0.00281761483409396
"AGO2",0.00305216417666858
"HSCB",0.00170024575131039
"ALDOB",0.000891683760515185
"CYLC2",0.00186427995775966
"FBP2",0.00210310733332565
"STX17",0.00177869280028358
"SH3RF3",0.000307790638432762
"ZDHHC17",0.00164462399975332
"TNFAIP8L1",4.44931431317506e-05
"CAPN3",-1.59984914419485e-05
"SGCD",-0.212203939542205
"SGCG",0.000223382366655599
"MYOZ1",0.00210004004854252
"KCND2",0.000481215141806435
"MYOZ2",0.000301057624938391
"MYOZ3",-0.000658173584341175
"PHLDB2",0.00173257757585087
"MYOT",0.00211507838096336
"INPPL1",0.00203134835899319
"OTUD1",0.00232782738714845
"OTUD4",0.00222497231021754
"USP53",0.00112542639410165
"USP25",-0.000667573720162538
"CAMKK2",0.00056185447629227
"RASSF5",0.0014082311735817
"WIPI2",0.000570172322662891
"WNK1",0.80743763143267
"SIRT7",0.00259072705443216
"PRKAB2",0.00217825166623945
"TRIM54",0.000607750243533801
"CUL3",0.0025993835892954
"CDK2",0.00279100687005636
"FBXL22",0.0004152059404625
"DYNLRB1",0.00137174097116213
"EEF1G",0.00260950424377537
"NUP133",0.807088352669076
"DYNC1H1",0.00244222493918904
"ENO1",0.806041559448056
"SAP30BP",0.00213748593150608
"DDB1",0.00271139080376605
"SRSF9",0.00210592829049615
"SF3A3",0.00225419751578373
"DCTN1",0.00222799547962379
"EEF1D",0.00231454241199415
"FN1",0.805921924088279
"VCAM1",0.0015253300860145
"TP63",0.00249529249210151
"IQCB1",0.00114966240971025
"IGSF8",0.00152762129622413
"NPM1",0.00281315213031999
"RPS6KA2",0.00237366341289386
"ANKRD28",0.00216831950755386
"AP3S1",0.000519375289877034
"ARFGEF2",0.80732197316427
"CTTNBP2NL",0.00208150344739324
"KCMF1",0.00134991789697639
"NCAPD2",0.00223905457414822
"IKBKB",0.807370272212314
"NUP88",0.00221566273119196
"PSMD12",0.0022971907043581
"PSMD13",0.00218684588687529
"PSMD3",0.00238749013449822
"TXNL1",0.00220496110493303
"XIRP2",-0.000649524542234473
"XIRP1",0.8060831751339
"SYNPO2",0.00113314899391843
"TRIM63",0.00127940501243281
"TRIM55",0.00125187380718179
"RAPGEF2",0.000444390571316066
"OBSL1",0.00243600909564494
"FBXW11",0.00247487835535972
"TNFAIP1",0.000893370137440513
"SNX24",0.000969056206283313
"ERI2",-0.212212751535912
"KCTD13",-0.000175589411019153
"CARD8",0.0018165055049487
"DVL1",0.00124484548490031
"PIP5K1A",0.00172236139944064
"NAT8L",-0.212226476553869
"HSPB2",0.00132126724523602
"FOXF1",0.000494380973540686
"MCM2",0.00256220600719806
"MCM5",0.00260891178025503
"CDC73",0.00201626158673322
"ATOH1",0.000251587306855138
"HSPB7",0.000378070722248595
"RAB8B",0.00160318304139006
"NUAK2",0.00048233117689531
"GNG3",-0.000182234571876535
"NT5C",-0.00031327378665264
"PLEKHO1",0.00165836747468731
"FRYL",0.000942890050607297
"OFCC1",0.000348706788679452
"PAX4",0.000408033654015843
"C6orf141",0.00183939697912638
"MFN1",0.00164499067424797
"PSMC4",0.00216747639813929
"SMOX",0.805633840104782
"RAPGEF5",0.00193865384569667
"CYLD",0.00240907542918107
"BRCA1",0.805931736621678
"TES",0.00239359352663517
"WDR77",0.00250653210717236
"RAD18",0.00252754498478187
"RNF4",0.00268014522374218
"RNF31",0.00253328295529767
"SPDL1",0.00133972889445628
"SIAH2",0.0016929008499252
"PRKCZ",0.00246478232786237
"AGR2",0.805490417856136
"MYC",0.00316993242874412
"ANK3",0.0018028699365277
"PHB",0.806101401749638
"USP14",0.00153180994803351
"MTDH",0.806508637865588
"MECOM",0.806555360764762
"DYRK1A",0.00252470094047162
"MDP1",0.000716446846886061
"PTPN12",0.0011141293181463
"SSH1",0.00177936799784787
"PINK1",0.0020406242623483
"PDPK1",0.807742245513236
"FLG",0.00102303673000043
"PPIB",0.00250878347523546
"HIST1H2AB",0.00247928329276439
"HIST2H2BF",0.000115553389794833
"DOCK6",-3.06490160739662e-05
"RPL30",0.00248263806530098
"DYSF",0.806590326531998
"MYBPC2",0.00035403828123338
"REPS1",0.00215834791120698
"CIT",0.00290199260515796
