"name","out"
"MAP2K4",0.00101127955388554
"FLNC",0.00115649827728331
"SPAG9",0.00125842660673953
"MAPK8",0.00164760613951113
"MAP4K2",0.000404806292382617
"MAP2K7",0.000999740309135422
"MAP3K8",0.000848266183228745
"AKT1",0.804511220405997
"MAPK8IP3",0.00112379387543213
"MAP3K11",0.000947920780608781
"MAP3K4",0.000915160297575262
"ARRB2",0.00113511402223513
"MAP3K2",0.0013298479869718
"MAP3K1",0.80485683416426
"NPHS1",-0.00287100587169403
"ITCH",0.00147727567783823
"MAPK9",0.00144481798651989
"BLNK",0.00182494029662102
"PML",0.804683943432483
"MAPK10",0.00122207948391888
"MAP3K5",0.00123341332415239
"MAP2K6",0.00193288190049166
"MAPK14",0.0014716735936605
"MAP3K3",0.00119700845218156
"LRRK2",0.00157361988279686
"APP",0.00220904192847063
"JUN",0.00200945726736071
"MAP3K7",0.80442868773523
"ARRB1",0.00190960653463879
"MAPK1",0.00210742604768253
"GCH1",0.000607359899424182
"GEMIN5",0.00149761047741638
"RBBP8",0.0013292567458398
"EGFR",0.804176273278943
"MAP3K10",0.000743108203088899
"NBR1",0.00129965620859028
"KTI12",-0.125529427192963
"VASP",0.00152503423587104
"FLNB",0.00185745825546713
"CDC5L",0.00151441285723819
"UBC",0.00203431645404971
"TRIM25",0.00239858391217703
"APEX1",0.804114722098781
"PLEKHA4",0.00176856623678169
"AGO2",0.00141896758474746
"HSCB",0.00136317097655845
"ALDOB",0.000579336487273504
"CYLC2",0.00104500057437465
"FBP2",0.0010400861776799
"STX17",0.00159304143292799
"SH3RF3",0.000431960523976346
"ZDHHC17",0.00131860558387787
"TNFAIP8L1",-0.00287732164429018
"CAPN3",0.00037923133747602
"SGCD",0.000106255146381749
"SGCG",-0.00288314131300218
"MYOZ1",0.00110941210681419
"KCND2",-0.00287517965790979
"MYOZ2",0.000519600637966604
"MYOZ3",-0.125532788835475
"PHLDB2",0.00153562343765118
"MYOT",0.00112966379609961
"INPPL1",0.00188239630156226
"OTUD1",0.00150064338872677
"OTUD4",0.000979508264697706
"USP53",0.00136670066525066
"USP25",0.000765312030300331
"CAMKK2",0.805157716415066
"RASSF5",0.00130628011680974
"WIPI2",0.000910371179151602
"WNK1",0.000990180070000323
"SIRT7",0.00134970054465144
"PRKAB2",0.00114132213808936
"TRIM54",0.00101785797139776
"CUL3",0.803826972123006
"CDK2",0.0017827716043194
"FBXL22",-0.00288115465703852
"DYNLRB1",0.00125529087642568
"EEF1G",0.00172851373160917
"NUP133",0.00126889142706813
"DYNC1H1",0.00187024046165874
"ENO1",0.00199016915793851
"SAP30BP",0.000973000419648336
"DDB1",0.00192642684029465
"SRSF9",0.00105820379326301
"SF3A3",0.00117029374555888
"DCTN1",0.00132669341043201
"EEF1D",0.00176183591391241
"FN1",0.0019382366722411
"VCAM1",0.00104279193425811
"TP63",0.00153420123235738
"IQCB1",0.000907705061820478
"IGSF8",0.000921756383150656
"NPM1",0.00173222635012272
"RPS6KA2",0.00125371454447773
"ANKRD28",0.00129560236209902
"AP3S1",0.00100505770097293
"ARFGEF2",0.00137582122199547
"CTTNBP2NL",0.000919307979353483
"KCMF1",0.00124754577850654
"NCAPD2",0.00130633207683712
"IKBKB",0.00155173598879065
"NUP88",0.00117369024217488
"PSMD12",0.00184574639107614
"PSMD13",0.00178600922279222
"PSMD3",0.0019306212233098
"TXNL1",0.00146655783593789
"XIRP2",-0.125531465152584
"XIRP1",-0.12553316941411
"SYNPO2",0.000858066418105595
"TRIM63",0.00138108414088943
"TRIM55",0.00137936836191593
"RAPGEF2",0.000670337082434629
"OBSL1",0.00185072207407458
"FBXW11",0.00188791410581294
"TNFAIP1",0.0006645395461734
"SNX24",0.000643989066926025
"ERI2",-0.125540245587519
"KCTD13",0.000449239637066318
"CARD8",0.00146801716650205
"DVL1",0.00139578856071924
"PIP5K1A",0.00131205704862828
"NAT8L",0.000501664961130335
"HSPB2",0.00183159947518068
"FOXF1",0.000860024902580763
"MCM2",0.00198264539377802
"MCM5",0.00185114101111757
"CDC73",0.00170716842246132
"ATOH1",0.000827811253289528
"HSPB7",-8.52930676252655e-05
"RAB8B",0.00147683370290019
"NUAK2",0.000647224906213196
"GNG3",0.000474560886432848
"NT5C",0.000746511087894584
"PLEKHO1",0.00125553929583299
"FRYL",0.000353964621025014
"OFCC1",0.000859875917779753
"PAX4",0.000714415246817489
"C6orf141",0.00148389150792068
"MFN1",0.00132826685804739
"PSMC4",0.00183284075424349
"SMOX",0.000493756695257844
"RAPGEF5",0.000970197362237103
"CYLD",0.00151143415027082
"BRCA1",0.804268508571298
"TES",0.00159404792767231
"WDR77",0.00189690161705025
"RAD18",0.00152502160106588
"RNF4",0.00207969041383525
"RNF31",0.804147759204946
"SPDL1",0.00102370795273587
"SIAH2",0.00190540007941242
"PRKCZ",0.804392675191629
"AGR2",0.80407653205714
"MYC",0.804177744509478
"ANK3",0.00156429266156633
"PHB",0.00197983870074799
"USP14",0.00183105506606139
"MTDH",0.00111648194237932
"MECOM",0.00124462577720935
"DYRK1A",0.00125288697352942
"MDP1",0.00093440206301214
"PTPN12",0.00115820639390331
"SSH1",0.000985636874791855
"PINK1",0.00201498025998032
"PDPK1",0.00137997435173914
"FLG",0.000749738048340765
"PPIB",0.00134517911505811
"HIST1H2AB",0.00184204100507772
"HIST2H2BF",0.000733782565446238
"DOCK6",0.00071418604907705
"RPL30",0.00187426031980475
"DYSF",0.00055682867322716
"MYBPC2",-0.0028797358817642
"REPS1",0.000905599189468248
"CIT",0.0015889671148878
